Filename,TotalFrames,Rows,Columns
\BackShiny\SILVALLY_2.png,1,1,1
\BackShiny\SILVALLY_3.png,1,1,1
\BackShiny\SILVALLY_4.png,1,1,1
\BackShiny\SILVALLY_5.png,1,1,1
\BackShiny\SILVALLY_6.png,1,1,1
\BackShiny\SILVALLY_7.png,1,1,1
\BackShiny\SILVALLY_8.png,1,1,1
\BackShiny\SIMIPOUR.png,101,10,11
\BackShiny\SIMISAGE.png,161,13,13
\BackShiny\SIMISEAR.png,95,10,10
\BackShiny\SKARMORY.png,112,11,11
\BackShiny\SKIDDO.png,1,1,1
\BackShiny\SKIPLOOM.png,95,10,10
\BackShiny\SKITTY.png,147,12,13
\BackShiny\SKORUPI.png,105,10,11
\BackShiny\SKRELP.png,1,1,1
\BackShiny\SKUNTANK.png,95,10,10
\BackShiny\SLAKING.png,70,8,9
\BackShiny\SLAKOTH.png,40,6,7
\BackShiny\SLIGGOO.png,1,1,1
\BackShiny\SLOWBRO.png,113,11,11
\BackShiny\SLOWBRO_1.png,1,1,1
\BackShiny\SLOWKING.png,101,10,11
\BackShiny\SLOWPOKE.png,89,9,10
\BackShiny\SLUGMA.png,64,8,8
\BackShiny\SLURPUFF.png,1,1,1
\BackShiny\SMEARGLE.png,95,10,10
\BackShiny\SMOOCHUM.png,95,10,10
\BackShiny\SNEASEL.png,113,11,11
\BackShiny\SNEASEL_female.png,113,11,11
\BackShiny\SNIVY.png,146,12,13
\BackShiny\SNORLAX.png,173,13,14
\BackShiny\SNORUNT.png,63,8,8
\BackShiny\SNOVER.png,111,11,11
\BackShiny\SNOVER_female.png,111,11,11
\BackShiny\SNUBBULL.png,104,10,11
\BackShiny\SOLGALEO.png,1,1,1
\BackShiny\SOLOSIS.png,123,11,12
\BackShiny\SOLROCK.png,223,15,15
\BackShiny\SPEAROW.png,61,8,8
\BackShiny\SPEWPA.png,40,6,7
\BackShiny\SPHEAL.png,85,9,10
\BackShiny\SPINARAK.png,65,8,9
\BackShiny\SPINDA.png,114,11,11
\BackShiny\SPIRITOMB.png,223,15,15
\BackShiny\SPOINK.png,131,11,12
\BackShiny\SPRITZEE.png,45,7,7
\BackShiny\SQUIRTLE.png,51,7,8
\BackShiny\STAKATAKA.png,1,1,1
\BackShiny\STANTLER.png,85,9,10
\BackShiny\STARAPTOR.png,92,10,10
\BackShiny\STARAPTOR_female.png,92,10,10
\BackShiny\STARAVIA.png,117,11,11
\BackShiny\STARAVIA_female.png,117,11,11
\BackShiny\STARLY.png,98,10,10
\BackShiny\STARLY_female.png,98,10,10
\BackShiny\STARMIE.png,159,13,13
\BackShiny\STARYU.png,79,9,9
\BackShiny\STEELIX.png,95,10,10
\BackShiny\STEELIX_1.png,1,1,1
\BackShiny\STEELIX_female.png,95,10,10
\BackShiny\STEENEE.png,1,1,1
\BackShiny\STOUTLAND.png,151,12,13
\BackShiny\STUFFUL.png,1,1,1
\BackShiny\STUNFISK.png,125,11,12
\BackShiny\STUNKY.png,95,10,10
\BackShiny\SUDOWOODO.png,67,8,9
\BackShiny\SUDOWOODO_female.png,67,8,9
\BackShiny\SUICUNE.png,95,10,10
\BackShiny\SUNFLORA.png,90,9,10
\BackShiny\SUNKERN.png,65,8,9
\BackShiny\SURSKIT.png,114,11,11
\BackShiny\SWABLU.png,23,5,5
\BackShiny\SWADLOON.png,127,11,12
\BackShiny\SWALOT.png,99,10,10
\BackShiny\SWALOT_female.png,99,10,10
\BackShiny\SWAMPERT.png,93,10,10
\BackShiny\SWAMPERT_1.png,1,1,1
\BackShiny\SWANNA.png,125,11,12
\BackShiny\SWELLOW.png,137,12,12
\BackShiny\SWINUB.png,55,7,8
\BackShiny\SWIRLIX.png,53,7,8
\BackShiny\SWOOBAT.png,110,10,11
\BackShiny\SYLVEON.png,9,3,3
\BackShiny\TAILLOW.png,65,8,9
\BackShiny\TALONFLAME.png,80,9,9
\BackShiny\TANGELA.png,63,8,8
\BackShiny\TANGROWTH.png,191,14,14
\BackShiny\TANGROWTH_female.png,191,14,14
\BackShiny\TAPUBULU.png,1,1,1
\BackShiny\TAPUFINI.png,1,1,1
\BackShiny\TAPUKOKO.png,1,1,1
\BackShiny\TAPULELE.png,1,1,1
\BackShiny\TAUROS.png,81,9,9
\BackShiny\TEDDIURSA.png,83,9,10
\BackShiny\TENTACOOL.png,95,10,10
\BackShiny\TENTACRUEL.png,80,9,9
\BackShiny\TEPIG.png,115,11,11
\BackShiny\TERRAKION.png,162,13,13
\BackShiny\THROH.png,111,11,11
\BackShiny\THUNDURUS.png,197,14,15
\BackShiny\THUNDURUS_1.png,189,14,14
\BackShiny\TIMBURR.png,133,12,12
\BackShiny\TIRTOUGA.png,127,11,12
\BackShiny\TOGEDEMARU.png,1,1,1
\BackShiny\TOGEKISS.png,95,10,10
\BackShiny\TOGEPI.png,101,10,11
\BackShiny\TOGETIC.png,101,10,11
\BackShiny\TORCHIC.png,149,12,13
\BackShiny\TORCHIC_female.png,149,12,13
\BackShiny\TORKOAL.png,137,12,12
\BackShiny\TORNADUS.png,235,15,16
\BackShiny\TORNADUS_1.png,307,18,18
\BackShiny\TORRACAT.png,1,1,1
\BackShiny\TORTERRA.png,109,10,11
\BackShiny\TOTODILE.png,87,9,10
\BackShiny\TOUCANNON.png,1,1,1
\BackShiny\TOXAPEX.png,1,1,1
\BackShiny\TOXICROAK.png,127,11,12
\BackShiny\TOXICROAK_female.png,127,11,12
\BackShiny\TRANQUILL.png,149,12,13
\BackShiny\TRAPINCH.png,37,6,7
\BackShiny\TREECKO.png,108,10,11
\BackShiny\TREVENANT.png,8,3,3
\BackShiny\TROPIUS.png,85,9,10
\BackShiny\TRUBBISH.png,203,14,15
\BackShiny\TRUMBEAK.png,1,1,1
\BackShiny\TSAREENA.png,1,1,1
\BackShiny\TURTONATOR.png,1,1,1
\BackShiny\TURTWIG.png,77,9,9
\BackShiny\TYMPOLE.png,190,14,14
\BackShiny\TYNAMO.png,210,14,15
\BackShiny\TYPENULL.png,1,1,1
\BackShiny\TYPHLOSION.png,112,11,11
\BackShiny\TYRANITAR.png,85,9,10
\BackShiny\TYRANITAR_1.png,1,1,1
\BackShiny\TYRANTRUM.png,56,7,8
\BackShiny\TYROGUE.png,66,8,9
\BackShiny\TYRUNT.png,1,1,1
\BackShiny\UMBREON.png,65,8,9
\BackShiny\UNFEZANT.png,160,13,13
\BackShiny\UNFEZANT_female.png,154,12,13
\BackShiny\UNOWN.png,95,10,10
\BackShiny\UNOWN_1.png,95,10,10
\BackShiny\UNOWN_10.png,95,10,10
\BackShiny\UNOWN_11.png,95,10,10
\BackShiny\UNOWN_12.png,95,10,10
\BackShiny\UNOWN_13.png,95,10,10
\BackShiny\UNOWN_14.png,93,10,10
\BackShiny\UNOWN_15.png,95,10,10
\BackShiny\UNOWN_16.png,95,10,10
\BackShiny\UNOWN_17.png,95,10,10
\BackShiny\UNOWN_18.png,95,10,10
\BackShiny\UNOWN_19.png,95,10,10
\BackShiny\UNOWN_2.png,90,9,10
\BackShiny\UNOWN_20.png,95,10,10
\BackShiny\UNOWN_21.png,95,10,10
\BackShiny\UNOWN_22.png,95,10,10
\BackShiny\UNOWN_23.png,95,10,10
\BackShiny\UNOWN_24.png,95,10,10
\BackShiny\UNOWN_25.png,95,10,10
\BackShiny\UNOWN_26.png,95,10,10
\BackShiny\UNOWN_27.png,95,10,10
\BackShiny\UNOWN_3.png,95,10,10
\BackShiny\UNOWN_4.png,95,10,10
\BackShiny\UNOWN_5.png,95,10,10
\BackShiny\UNOWN_6.png,95,10,10
\BackShiny\UNOWN_7.png,95,10,10
\BackShiny\UNOWN_8.png,95,10,10
\BackShiny\UNOWN_9.png,95,10,10
\BackShiny\URSARING.png,124,11,12
\BackShiny\URSARING_female.png,124,11,12
\BackShiny\UXIE.png,191,14,14
\BackShiny\VANILLISH.png,145,12,13
\BackShiny\VANILLITE.png,107,10,11
\BackShiny\VANILLUXE.png,214,15,15
\BackShiny\VAPOREON.png,107,10,11
\BackShiny\VENIPEDE.png,179,13,14
\BackShiny\VENOMOTH.png,21,5,5
\BackShiny\VENONAT.png,95,10,10
\BackShiny\VENUSAUR.png,167,13,13
\BackShiny\VENUSAUR_1.png,1,1,1
\BackShiny\VENUSAUR_1_female.png,1,1,1
\BackShiny\VENUSAUR_female.png,167,13,13
\BackShiny\VESPIQUEN.png,224,15,15
\BackShiny\VIBRAVA.png,85,9,10
\BackShiny\VICTINI.png,109,10,11
\BackShiny\VICTREEBEL.png,71,8,9
\BackShiny\VIGOROTH.png,90,9,10
\BackShiny\VIKAVOLT.png,1,1,1
\BackShiny\VILEPLUME.png,71,8,9
\BackShiny\VILEPLUME_female.png,71,8,9
\BackShiny\VIRIZION.png,179,13,14
\BackShiny\VIVILLON.png,64,8,8
\BackShiny\VIVILLON_19.png,1,1,1
\BackShiny\VIVILLON_20.png,1,1,1
\BackShiny\VOLBEAT.png,55,7,8
\BackShiny\VOLCANION.png,1,1,1
\BackShiny\VOLCARONA.png,48,7,7
\BackShiny\VOLTORB.png,70,8,9
\BackShiny\VULLABY.png,140,12,12
\BackShiny\VULPIX.png,71,8,9
\BackShiny\VULPIX_1.png,1,1,1
\BackShiny\WAILMER.png,107,10,11
\BackShiny\WAILORD.png,111,11,11
\BackShiny\WALREIN.png,92,10,10
\BackShiny\WARTORTLE.png,87,9,10
\BackShiny\WATCHOG.png,169,13,13
\BackShiny\WEAVILE.png,127,11,12
\BackShiny\WEAVILE_female.png,127,11,12
\BackShiny\WEEDLE.png,123,11,12
\BackShiny\WEEPINBELL.png,97,10,10
\BackShiny\WEEZING.png,99,10,10
\BackShiny\WHIMSICOTT.png,117,11,11
\BackShiny\WHIRLIPEDE.png,139,12,12
\BackShiny\WHISCASH.png,191,14,14
\BackShiny\WHISMUR.png,58,8,8
\BackShiny\WIGGLYTUFF.png,109,10,11
\BackShiny\WIMPOD.png,1,1,1
\BackShiny\WINGULL.png,151,12,13
\BackShiny\WISHIWASHI.png,1,1,1
\BackShiny\WISHIWASHI_1.png,1,1,1
\BackShiny\WOBBUFFET.png,120,11,11
\BackShiny\WOBBUFFET_female.png,120,11,11
\BackShiny\WOOBAT.png,160,13,13
\BackShiny\WOOPER.png,97,10,10
\BackShiny\WOOPER_female.png,97,10,10
\BackShiny\WORMADAM.png,225,15,15
\BackShiny\WORMADAM_1.png,225,15,15
\BackShiny\WORMADAM_2.png,225,15,15
\BackShiny\WURMPLE.png,61,8,8
\BackShiny\WYNAUT.png,107,10,11
\BackShiny\XATU.png,97,10,10
\BackShiny\XATU_female.png,97,10,10
\BackShiny\XERNEAS.png,1,1,1
\BackShiny\XURKITREE.png,1,1,1
\BackShiny\YAMASK.png,144,12,12
\BackShiny\YANMA.png,42,6,7
\BackShiny\YANMEGA.png,112,11,11
\BackShiny\YUNGOOS.png,1,1,1
\BackShiny\YVELTAL.png,1,1,1
\BackShiny\ZANGOOSE.png,71,8,9
\BackShiny\ZAPDOS.png,17,4,5
\BackShiny\ZEBSTRIKA.png,153,12,13
\BackShiny\ZEKROM.png,191,14,14
\BackShiny\ZERAORA.png,1,1,1
\BackShiny\ZIGZAGOON.png,100,10,10
\BackShiny\ZOROARK.png,179,13,14
\BackShiny\ZORUA.png,118,11,11
\BackShiny\ZUBAT.png,54,7,8
\BackShiny\ZUBAT_female.png,54,7,8
\BackShiny\ZWEILOUS.png,120,11,11
\BackShiny\ZYGARDE.png,10,3,4
\BackShiny\ZYGARDE_1.png,1,1,1
\BackShiny\ZYGARDE_2.png,1,1,1
\Eggs\000.png,1,1,1
\Eggs\000cracks.png,5,2,3
\Eggs\MANAPHY.png,1,1,1
\Front\000.png,1,1,1
\Front\ABOMASNOW.png,81,9,9
\Front\ABOMASNOW_1.png,52,7,8
\Front\ABOMASNOW_female.png,81,9,9
\Front\ABRA.png,113,11,11
\Front\ABSOL.png,137,12,12
\Front\ABSOL_1.png,16,4,4
\Front\ACCELGOR.png,218,15,15
\Front\AEGISLASH.png,16,4,4
\Front\AEGISLASH_1.png,16,4,4
\Front\AERODACTYL.png,17,4,5
\Front\AERODACTYL_1.png,1,1,1
\Front\AGGRON.png,109,10,11
\Front\AGGRON_1.png,1,1,1
\Front\AIPOM.png,78,9,9
\Front\AIPOM_female.png,78,9,9
\Front\ALAKAZAM.png,105,10,11
\Front\ALAKAZAM_1.png,1,1,1
\Front\ALAKAZAM_female.png,105,10,11
\Front\ALOMOMOLA.png,117,11,11
\Front\ALTARIA.png,101,10,11
\Front\ALTARIA_1.png,1,1,1
\Front\AMAURA.png,1,1,1
\Front\AMBIPOM.png,191,14,14
\Front\AMBIPOM_female.png,191,14,14
\Front\AMOONGUSS.png,95,10,10
\Front\AMPHAROS.png,73,9,9
\Front\AMPHAROS_1.png,10,3,4
\Front\ANORITH.png,105,10,11
\Front\ARAQUANID.png,1,1,1
\Front\ARBOK.png,74,9,9
\Front\ARCANINE.png,71,8,9
\Front\ARCEUS.png,165,13,13
\Front\ARCEUS_1.png,84,9,10
\Front\ARCEUS_10.png,84,9,10
\Front\ARCEUS_11.png,84,9,10
\Front\ARCEUS_12.png,84,9,10
\Front\ARCEUS_13.png,84,9,10
\Front\ARCEUS_14.png,84,9,10
\Front\ARCEUS_15.png,84,9,10
\Front\ARCEUS_16.png,84,9,10
\Front\ARCEUS_17.png,84,9,10
\Front\ARCEUS_18.png,84,9,10
\Front\ARCEUS_2.png,84,9,10
\Front\ARCEUS_3.png,84,9,10
\Front\ARCEUS_4.png,84,9,10
\Front\ARCEUS_5.png,84,9,10
\Front\ARCEUS_6.png,84,9,10
\Front\ARCEUS_7.png,84,9,10
\Front\ARCEUS_8.png,84,9,10
\Front\ARCEUS_9.png,84,9,10
\Front\ARCHEN.png,127,11,12
\Front\ARCHEOPS.png,80,9,9
\Front\ARIADOS.png,37,6,7
\Front\ARMALDO.png,153,12,13
\Front\AROMATISSE.png,1,1,1
\Front\ARON.png,31,6,6
\Front\ARTICUNO.png,51,7,8
\Front\AUDINO.png,121,11,11
\Front\AUDINO_1.png,1,1,1
\Front\AURORUS.png,1,1,1
\Front\AVALUGG.png,1,1,1
\Front\AXEW.png,150,12,13
\Front\AZELF.png,263,16,17
\Front\AZUMARILL.png,145,12,13
\Front\AZURILL.png,92,10,10
\Front\BAGON.png,53,7,8
\Front\BALTOY.png,81,9,9
\Front\BANETTE.png,127,11,12
\Front\BANETTE_1.png,49,7,7
\Front\BARBARACLE.png,1,1,1
\Front\BARBOACH.png,143,12,12
\Front\BASCULIN.png,185,14,14
\Front\BASCULIN_1.png,185,14,14
\Front\BASTIODON.png,122,11,12
\Front\BAYLEEF.png,119,11,11
\Front\BEARTIC.png,224,15,15
\Front\BEAUTIFLY.png,154,12,13
\Front\BEAUTIFLY_female.png,154,12,13
\Front\BEEDRILL.png,60,8,8
\Front\BEEDRILL_1.png,1,1,1
\Front\BEHEEYEM.png,105,10,11
\Front\BELDUM.png,69,8,9
\Front\BELLOSSOM.png,107,10,11
\Front\BELLSPROUT.png,95,10,10
\Front\BERGMITE.png,1,1,1
\Front\BEWEAR.png,1,1,1
\Front\BIBAREL.png,161,13,13
\Front\BIBAREL_female.png,161,13,13
\Front\BIDOOF.png,103,10,11
\Front\BIDOOF_female.png,103,10,11
\Front\BINACLE.png,14,4,4
\Front\BISHARP.png,157,13,13
\Front\BLACEPHALON.png,1,1,1
\Front\BLASTOISE.png,244,16,16
\Front\BLASTOISE_1.png,1,1,1
\Front\BLAZIKEN.png,113,11,11
\Front\BLAZIKEN_1.png,1,1,1
\Front\BLAZIKEN_female.png,113,11,11
\Front\BLISSEY.png,96,10,10
\Front\BLITZLE.png,159,13,13
\Front\BOLDORE.png,117,11,11
\Front\BONSLY.png,155,12,13
\Front\BOUFFALANT.png,153,12,13
\Front\BOUNSWEET.png,1,1,1
\Front\BRAIXEN.png,1,1,1
\Front\BRAVIARY.png,41,6,7
\Front\BRELOOM.png,51,7,8
\Front\BRIONNE.png,1,1,1
\Front\BRONZONG.png,109,10,11
\Front\BRONZOR.png,125,11,12
\Front\BRUXISH.png,1,1,1
\Front\BUDEW.png,108,10,11
\Front\BUIZEL.png,119,11,11
\Front\BUIZEL_female.png,119,11,11
\Front\BULBASAUR.png,99,10,10
\Front\BUNEARY.png,183,14,14
\Front\BUNNELBY.png,1,1,1
\Front\BURMY.png,163,13,13
\Front\BURMY_1.png,163,13,13
\Front\BURMY_2.png,163,13,13
\Front\BUTTERFREE.png,89,9,10
\Front\BUTTERFREE_female.png,89,9,10
\Front\BUZZWOLE.png,1,1,1
\Front\CACNEA.png,94,10,10
\Front\CACTURNE.png,114,11,11
\Front\CACTURNE_female.png,114,11,11
\Front\CAMERUPT.png,106,10,11
\Front\CAMERUPT_1.png,1,1,1
\Front\CAMERUPT_female.png,106,10,11
\Front\CARBINK.png,1,1,1
\Front\CARNIVINE.png,115,11,11
\Front\CARRACOSTA.png,183,14,14
\Front\CARVANHA.png,131,11,12
\Front\CASCOON.png,93,10,10
\Front\CASTFORM.png,78,9,9
\Front\CASTFORM_1.png,102,10,11
\Front\CASTFORM_2.png,85,9,10
\Front\CASTFORM_3.png,85,9,10
\Front\CATERPIE.png,81,9,9
\Front\CELEBI.png,64,8,8
\Front\CELESTEELA.png,1,1,1
\Front\CHANDELURE.png,167,13,13
\Front\CHANSEY.png,116,11,11
\Front\CHARIZARD.png,143,12,12
\Front\CHARIZARD_1.png,1,1,1
\Front\CHARIZARD_2.png,1,1,1
\Front\CHARJABUG.png,1,1,1
\Front\CHARMANDER.png,107,10,11
\Front\CHARMELEON.png,89,9,10
\Front\CHATOT.png,160,13,13
\Front\CHERRIM.png,95,10,10
\Front\CHERRIM_1.png,79,9,9
\Front\CHERUBI.png,117,11,11
\Front\CHESNAUGHT.png,14,4,4
\Front\CHESPIN.png,1,1,1
\Front\CHIKORITA.png,51,7,8
\Front\CHIMCHAR.png,140,12,12
\Front\CHIMECHO.png,108,10,11
\Front\CHINCHOU.png,63,8,8
\Front\CHINGLING.png,163,13,13
\Front\CINCCINO.png,101,10,11
\Front\CLAMPERL.png,85,9,10
\Front\CLAUNCHER.png,1,1,1
\Front\CLAWITZER.png,1,1,1
\Front\CLAYDOL.png,101,10,11
\Front\CLEFABLE.png,102,10,11
\Front\CLEFAIRY.png,133,12,12
\Front\CLEFFA.png,62,8,8
\Front\CLOYSTER.png,101,10,11
\Front\COBALION.png,135,12,12
\Front\COFAGRIGUS.png,144,12,12
\Front\COMBEE.png,32,6,6
\Front\COMBEE_female.png,32,6,6
\Front\COMBUSKEN.png,125,11,12
\Front\COMBUSKEN_female.png,125,11,12
\Front\COMFEY.png,1,1,1
\Front\CONKELDURR.png,139,12,12
\Front\CORPHISH.png,153,12,13
\Front\CORSOLA.png,114,11,11
\Front\COSMOEM.png,1,1,1
\Front\COSMOG.png,1,1,1
\Front\COTTONEE.png,127,11,12
\Front\CRABOMINABLE.png,1,1,1
\Front\CRABRAWLER.png,1,1,1
\Front\CRADILY.png,132,11,12
\Front\CRANIDOS.png,125,11,12
\Front\CRAWDAUNT.png,99,10,10
\Front\CRESSELIA.png,191,14,14
\Front\CROAGUNK.png,155,12,13
\Front\CROAGUNK_female.png,155,12,13
\Front\CROBAT.png,95,10,10
\Front\CROCONAW.png,179,13,14
\Front\CRUSTLE.png,119,11,11
\Front\CRYOGONAL.png,143,12,12
\Front\CUBCHOO.png,185,14,14
\Front\CUBONE.png,157,13,13
\Front\CUTIEFLY.png,1,1,1
\Front\CYNDAQUIL.png,128,11,12
\Front\DARKRAI.png,143,12,12
\Front\DARMANITAN.png,144,12,12
\Front\DARMANITAN_1.png,133,12,12
\Front\DARTRIX.png,1,1,1
\Front\DARUMAKA.png,158,13,13
\Front\DECIDUEYE.png,1,1,1
\Front\DEDENNE.png,1,1,1
\Front\DEERLING.png,131,11,12
\Front\DEERLING_1.png,131,11,12
\Front\DEERLING_2.png,131,11,12
\Front\DEERLING_3.png,131,11,12
\Front\DEINO.png,126,11,12
\Front\DELCATTY.png,150,12,13
\Front\DELIBIRD.png,119,11,11
\Front\DELPHOX.png,1,1,1
\Front\DEOXYS.png,100,10,10
\Front\DEOXYS_1.png,160,13,13
\Front\DEOXYS_2.png,126,11,12
\Front\DEOXYS_3.png,169,13,13
\Front\DEWGONG.png,121,11,11
\Front\DEWOTT.png,101,10,11
\Front\DEWPIDER.png,1,1,1
\Front\DHELMISE.png,1,1,1
\Front\DIALGA.png,137,12,12
\Front\DIANCIE.png,1,1,1
\Front\DIANCIE_1.png,1,1,1
\Front\DIGGERSBY.png,1,1,1
\Front\DIGLETT.png,108,10,11
\Front\DIGLETT_1.png,1,1,1
\Front\DITTO.png,80,9,9
\Front\DODRIO.png,155,12,13
\Front\DODRIO_female.png,155,12,13
\Front\DODUO.png,189,14,14
\Front\DODUO_female.png,189,14,14
\Front\DONPHAN.png,127,11,12
\Front\DONPHAN_female.png,127,11,12
\Front\DOUBLADE.png,1,1,1
\Front\DRAGALGE.png,1,1,1
\Front\DRAGONAIR.png,127,11,12
\Front\DRAGONITE.png,102,10,11
\Front\DRAMPA.png,1,1,1
\Front\DRAPION.png,177,13,14
\Front\DRATINI.png,49,7,7
\Front\DRIFBLIM.png,71,8,9
\Front\DRIFLOON.png,127,11,12
\Front\DRILBUR.png,103,10,11
\Front\DROWZEE.png,153,12,13
\Front\DRUDDIGON.png,127,11,12
\Front\DUCKLETT.png,83,9,10
\Front\DUGTRIO.png,83,9,10
\Front\DUGTRIO_1.png,1,1,1
\Front\DUNSPARCE.png,95,10,10
\Front\DUOSION.png,159,13,13
\Front\DURANT.png,72,8,9
\Front\DUSCLOPS.png,116,11,11
\Front\DUSKNOIR.png,95,10,10
\Front\DUSKULL.png,84,9,10
\Front\DUSTOX.png,164,13,13
\Front\DUSTOX_female.png,164,13,13
\Front\DWEBBLE.png,81,9,9
\Front\EELEKTRIK.png,85,9,10
\Front\EELEKTROSS.png,126,11,12
\Front\EEVEE.png,125,11,12
\Front\EKANS.png,71,8,9
\Front\ELECTABUZZ.png,95,10,10
\Front\ELECTIVIRE.png,103,10,11
\Front\ELECTRIKE.png,83,9,10
\Front\ELECTRODE.png,49,7,7
\Front\ELEKID.png,95,10,10
\Front\ELGYEM.png,113,11,11
\Front\EMBOAR.png,165,13,13
\Front\EMOLGA.png,188,14,14
\Front\EMPOLEON.png,131,11,12
\Front\ENTEI.png,111,11,11
\Front\ESCAVALIER.png,238,15,16
\Front\ESPEON.png,150,12,13
\Front\ESPURR.png,1,1,1
\Front\EXCADRILL.png,167,13,13
\Front\EXEGGCUTE.png,53,7,8
\Front\EXEGGUTOR.png,89,9,10
\Front\EXEGGUTOR_1.png,1,1,1
\Front\EXPLOUD.png,117,11,11
\Front\FARFETCHD.png,65,8,9
\Front\FEAROW.png,21,5,5
\Front\FEEBAS.png,91,10,10
\Front\FENNEKIN.png,73,9,9
\Front\FERALIGATR.png,83,9,10
\Front\FERROSEED.png,163,13,13
\Front\FERROTHORN.png,131,11,12
\Front\FINNEON.png,173,13,14
\Front\FINNEON_female.png,173,13,14
\Front\FLAAFFY.png,111,11,11
\Front\FLABEBE.png,1,1,1
\Front\FLABEBE_1.png,1,1,1
\Front\FLABEBE_2.png,1,1,1
\Front\FLABEBE_3.png,1,1,1
\Front\FLABEBE_4.png,1,1,1
\Front\FLAREON.png,119,11,11
\Front\FLETCHINDER.png,1,1,1
\Front\FLETCHLING.png,58,8,8
\Front\FLOATZEL.png,168,13,13
\Front\FLOATZEL_female.png,168,13,13
\Front\FLOETTE.png,73,9,9
\Front\FLOETTE_1.png,1,1,1
\Front\FLOETTE_2.png,1,1,1
\Front\FLOETTE_3.png,1,1,1
\Front\FLOETTE_4.png,1,1,1
\Front\FLOETTE_5.png,1,1,1
\Front\FLORGES.png,59,8,8
\Front\FLORGES_1.png,1,1,1
\Front\FLORGES_2.png,1,1,1
\Front\FLORGES_3.png,1,1,1
\Front\FLORGES_4.png,1,1,1
\Front\FLYGON.png,125,11,12
\Front\FOMANTIS.png,1,1,1
\Front\FOONGUS.png,99,10,10
\Front\FORRETRESS.png,54,7,8
\Front\FRAXURE.png,106,10,11
\Front\FRILLISH.png,165,13,13
\Front\FRILLISH_female.png,165,13,13
\Front\FROAKIE.png,78,9,9
\Front\FROGADIER.png,1,1,1
\Front\FROSLASS.png,131,11,12
\Front\FURFROU.png,1,1,1
\Front\FURRET.png,111,11,11
\Front\GABITE.png,54,7,8
\Front\GABITE_female.png,54,7,8
\Front\GALLADE.png,132,11,12
\Front\GALLADE_1.png,1,1,1
\Front\GALVANTULA.png,143,12,12
\Front\GARBODOR.png,135,12,12
\Front\GARCHOMP.png,89,9,10
\Front\GARCHOMP_1.png,7,3,3
\Front\GARCHOMP_female.png,89,9,10
\Front\GARDEVOIR.png,243,16,16
\Front\GARDEVOIR_1.png,31,6,6
\Front\GASTLY.png,110,10,11
\Front\GASTRODON.png,109,10,11
\Front\GASTRODON_1.png,121,11,11
\Front\GENESECT.png,179,13,14
\Front\GENESECT_1.png,179,13,14
\Front\GENESECT_2.png,179,13,14
\Front\GENESECT_3.png,179,13,14
\Front\GENESECT_4.png,179,13,14
\Front\GENGAR.png,88,9,10
\Front\GENGAR_1.png,1,1,1
\Front\GEODUDE.png,103,10,11
\Front\GEODUDE_1.png,1,1,1
\Front\GIBLE.png,125,11,12
\Front\GIBLE_female.png,125,11,12
\Front\GIGALITH.png,197,14,15
\Front\GIRAFARIG.png,105,10,11
\Front\GIRAFARIG_female.png,105,10,11
\Front\GIRATINA.png,157,13,13
\Front\GIRATINA_1.png,26,5,6
\Front\GLACEON.png,171,13,14
\Front\GLALIE.png,99,10,10
\Front\GLALIE_1.png,1,1,1
\Front\GLAMEOW.png,124,11,12
\Front\GLIGAR.png,67,8,9
\Front\GLIGAR_female.png,67,8,9
\Front\GLISCOR.png,131,11,12
\Front\GLOOM.png,95,10,10
\Front\GLOOM_female.png,95,10,10
\Front\GOGOAT.png,1,1,1
\Front\GOLBAT.png,16,4,4
\Front\GOLBAT_female.png,16,4,4
\Front\GOLDEEN.png,114,11,11
\Front\GOLDEEN_female.png,114,11,11
\Front\GOLDUCK.png,76,9,9
\Front\GOLEM.png,91,10,10
\Front\GOLEM_1.png,1,1,1
\Front\GOLETT.png,81,9,9
\Front\GOLISOPOD.png,1,1,1
\Front\GOLURK.png,160,13,13
\Front\GOODRA.png,1,1,1
\Front\GOOMY.png,84,9,10
\Front\GOREBYSS.png,107,10,11
\Front\GOTHITA.png,139,12,12
\Front\GOTHITELLE.png,191,14,14
\Front\GOTHORITA.png,159,13,13
\Front\GOURGEIST.png,1,1,1
\Front\GOURGEIST_1.png,1,1,1
\Front\GOURGEIST_2.png,1,1,1
\Front\GOURGEIST_3.png,1,1,1
\Front\GRANBULL.png,125,11,12
\Front\GRAVELER.png,47,7,7
\Front\GRAVELER_1.png,1,1,1
\Front\GRENINJA.png,20,4,5
\Front\GRENINJA_1.png,1,1,1
\Front\GRIMER.png,116,11,11
\Front\GRIMER_1.png,1,1,1
\Front\GROTLE.png,113,11,11
\Front\GROUDON.png,99,10,10
\Front\GROUDON_1.png,1,1,1
\Front\GROVYLE.png,151,12,13
\Front\GROWLITHE.png,141,12,12
\Front\GRUBBIN.png,1,1,1
\Front\GRUMPIG.png,29,5,6
\Front\GULPIN.png,98,10,10
\Front\GULPIN_female.png,98,10,10
\Front\GUMSHOOS.png,1,1,1
\Front\GURDURR.png,143,12,12
\Front\GUZZLORD.png,1,1,1
\Front\GYARADOS.png,87,9,10
\Front\GYARADOS_1.png,1,1,1
\Front\GYARADOS_female.png,87,9,10
\Front\HAKAMOO.png,1,1,1
\Front\HAPPINY.png,56,7,8
\Front\HARIYAMA.png,135,12,12
\Front\HAUNTER.png,25,5,5
