Filename,TotalFrames,Rows,Columns
\FrontShiny\MEGANIUM_female.png,91,10,10
\FrontShiny\MELOETTA.png,299,17,18
\FrontShiny\MELOETTA_1.png,152,12,13
\FrontShiny\MEOWSTIC.png,1,1,1
\FrontShiny\MEOWSTIC_female.png,1,1,1
\FrontShiny\MEOWTH.png,139,12,12
\FrontShiny\MEOWTH_1.png,1,1,1
\FrontShiny\MESPRIT.png,145,12,13
\FrontShiny\METAGROSS.png,105,10,11
\FrontShiny\METAGROSS_1.png,1,1,1
\FrontShiny\METANG.png,173,13,14
\FrontShiny\METAPOD.png,111,11,11
\FrontShiny\MEW.png,119,11,11
\FrontShiny\MEWTWO.png,125,11,12
\FrontShiny\MEWTWO_1.png,1,1,1
\FrontShiny\MEWTWO_2.png,1,1,1
\FrontShiny\MIENFOO.png,133,12,12
\FrontShiny\MIENSHAO.png,135,12,12
\FrontShiny\MIGHTYENA.png,89,9,10
\FrontShiny\MILOTIC.png,191,14,14
\FrontShiny\MILOTIC_female.png,191,14,14
\FrontShiny\MILTANK.png,95,10,10
\FrontShiny\MIMEJR.png,159,13,13
\FrontShiny\MIMIKYU.png,1,1,1
\FrontShiny\MIMIKYU_1.png,1,1,1
\FrontShiny\MINCCINO.png,141,12,12
\FrontShiny\MINIOR.png,1,1,1
\FrontShiny\MINIOR_1.png,1,1,1
\FrontShiny\MINIOR_2.png,1,1,1
\FrontShiny\MINIOR_3.png,1,1,1
\FrontShiny\MINIOR_4.png,1,1,1
\FrontShiny\MINIOR_5.png,1,1,1
\FrontShiny\MINIOR_6.png,1,1,1
\FrontShiny\MINIOR_7.png,1,1,1
\FrontShiny\MINUN.png,144,12,12
\FrontShiny\MISDREAVUS.png,95,10,10
\FrontShiny\MISMAGIUS.png,29,5,6
\FrontShiny\MOLTRES.png,53,7,8
\FrontShiny\MONFERNO.png,127,11,12
\FrontShiny\MORELULL.png,1,1,1
\FrontShiny\MOTHIM.png,18,4,5
\FrontShiny\MRMIME.png,127,11,12
\FrontShiny\MUDBRAY.png,1,1,1
\FrontShiny\MUDKIP.png,139,12,12
\FrontShiny\MUDSDALE.png,1,1,1
\FrontShiny\MUK.png,103,10,11
\FrontShiny\MUK_1.png,1,1,1
\FrontShiny\MUNCHLAX.png,143,12,12
\FrontShiny\MUNNA.png,181,13,14
\FrontShiny\MURKROW.png,61,8,8
\FrontShiny\MURKROW_female.png,61,8,8
\FrontShiny\MUSHARNA.png,60,8,8
\FrontShiny\NAGANADEL.png,1,1,1
\FrontShiny\NATU.png,129,11,12
\FrontShiny\NECROZMA.png,1,1,1
\FrontShiny\NECROZMA_1.png,1,1,1
\FrontShiny\NECROZMA_2.png,1,1,1
\FrontShiny\NECROZMA_3.png,1,1,1
\FrontShiny\NIDOKING.png,97,10,10
\FrontShiny\NIDOQUEEN.png,123,11,12
\FrontShiny\NIDORANfE.png,89,9,10
\FrontShiny\NIDORANmA.png,121,11,11
\FrontShiny\NIDORINA.png,49,7,7
\FrontShiny\NIDORINO.png,99,10,10
\FrontShiny\NIHILEGO.png,1,1,1
\FrontShiny\NINCADA.png,107,10,11
\FrontShiny\NINETALES.png,53,7,8
\FrontShiny\NINETALES_1.png,1,1,1
\FrontShiny\NINJASK.png,74,9,9
\FrontShiny\NOCTOWL.png,72,8,9
\FrontShiny\NOIBAT.png,1,1,1
\FrontShiny\NOIVERN.png,1,1,1
\FrontShiny\NOSEPASS.png,15,4,4
\FrontShiny\NUMEL.png,49,7,7
\FrontShiny\NUMEL_female.png,49,7,7
\FrontShiny\NUZLEAF.png,95,10,10
\FrontShiny\NUZLEAF_female.png,95,10,10
\FrontShiny\OCTILLERY.png,33,6,6
\FrontShiny\OCTILLERY_female.png,33,6,6
\FrontShiny\ODDISH.png,109,10,11
\FrontShiny\OMANYTE.png,68,8,9
\FrontShiny\OMASTAR.png,155,12,13
\FrontShiny\ONIX.png,99,10,10
\FrontShiny\ORANGURU.png,1,1,1
\FrontShiny\ORICORIO.png,1,1,1
\FrontShiny\ORICORIO_1.png,1,1,1
\FrontShiny\ORICORIO_2.png,1,1,1
\FrontShiny\ORICORIO_3.png,1,1,1
\FrontShiny\OSHAWOTT.png,295,17,18
\FrontShiny\PACHIRISU.png,112,11,11
\FrontShiny\PACHIRISU_female.png,112,11,11
\FrontShiny\PALKIA.png,127,11,12
\FrontShiny\PALOSSAND.png,1,1,1
\FrontShiny\PALPITOAD.png,97,10,10
\FrontShiny\PANCHAM.png,55,7,8
\FrontShiny\PANGORO.png,42,6,7
\FrontShiny\PANPOUR.png,74,9,9
\FrontShiny\PANSAGE.png,174,13,14
\FrontShiny\PANSEAR.png,95,10,10
\FrontShiny\PARAS.png,73,9,9
\FrontShiny\PARASECT.png,71,8,9
\FrontShiny\PASSIMIAN.png,1,1,1
\FrontShiny\PATRAT.png,105,10,11
\FrontShiny\PAWNIARD.png,134,12,12
\FrontShiny\PELIPPER.png,142,12,12
\FrontShiny\PERSIAN.png,107,10,11
\FrontShiny\PERSIAN_1.png,1,1,1
\FrontShiny\PETILIL.png,107,10,11
\FrontShiny\PHANPY.png,109,10,11
\FrontShiny\PHANTUMP.png,1,1,1
\FrontShiny\PHEROMOSA.png,1,1,1
\FrontShiny\PHIONE.png,143,12,12
\FrontShiny\PICHU.png,113,11,11
\FrontShiny\PIDGEOT.png,71,8,9
\FrontShiny\PIDGEOTTO.png,35,6,6
\FrontShiny\PIDGEOT_1.png,1,1,1
\FrontShiny\PIDGEY.png,41,6,7
\FrontShiny\PIDOVE.png,85,9,10
\FrontShiny\PIGNITE.png,125,11,12
\FrontShiny\PIKACHU.png,112,11,11
\FrontShiny\PIKACHU_female.png,112,11,11
\FrontShiny\PIKIPEK.png,1,1,1
\FrontShiny\PILOSWINE.png,71,8,9
\FrontShiny\PILOSWINE_female.png,71,8,9
\FrontShiny\PINECO.png,95,10,10
\FrontShiny\PINSIR.png,143,12,12
\FrontShiny\PINSIR_1.png,1,1,1
\FrontShiny\PIPLUP.png,149,12,13
\FrontShiny\PLUSLE.png,144,12,12
\FrontShiny\POIPOLE.png,1,1,1
\FrontShiny\POLITOED.png,95,10,10
\FrontShiny\POLITOED_female.png,95,10,10
\FrontShiny\POLIWAG.png,79,9,9
\FrontShiny\POLIWHIRL.png,107,10,11
\FrontShiny\POLIWRATH.png,89,9,10
\FrontShiny\PONYTA.png,91,10,10
\FrontShiny\POOCHYENA.png,93,10,10
\FrontShiny\POPPLIO.png,1,1,1
\FrontShiny\PORYGON.png,60,8,8
\FrontShiny\PORYGON2.png,95,10,10
\FrontShiny\PORYGONZ.png,95,10,10
\FrontShiny\PRIMARINA.png,1,1,1
\FrontShiny\PRIMEAPE.png,56,7,8
\FrontShiny\PRINPLUP.png,125,11,12
\FrontShiny\PROBOPASS.png,237,15,16
\FrontShiny\PSYDUCK.png,44,7,7
\FrontShiny\PUMPKABOO.png,1,1,1
\FrontShiny\PUMPKABOO_1.png,1,1,1
\FrontShiny\PUMPKABOO_2.png,1,1,1
\FrontShiny\PUMPKABOO_3.png,1,1,1
\FrontShiny\PUPITAR.png,63,8,8
\FrontShiny\PURRLOIN.png,65,8,9
\FrontShiny\PURUGLY.png,121,11,11
\FrontShiny\PYROAR.png,1,1,1
\FrontShiny\PYROAR_female.png,1,1,1
\FrontShiny\PYUKUMUKU.png,1,1,1
\FrontShiny\QUAGSIRE.png,73,9,9
\FrontShiny\QUAGSIRE_female.png,73,9,9
\FrontShiny\QUILAVA.png,82,9,10
\FrontShiny\QUILLADIN.png,1,1,1
\FrontShiny\QWILFISH.png,65,8,9
\FrontShiny\RAICHU.png,167,13,13
\FrontShiny\RAICHU_1.png,1,1,1
\FrontShiny\RAICHU_female.png,167,13,13
\FrontShiny\RAIKOU.png,175,13,14
\FrontShiny\RALTS.png,131,11,12
\FrontShiny\RAMPARDOS.png,175,13,14
\FrontShiny\RAPIDASH.png,47,7,7
\FrontShiny\RATICATE.png,119,11,11
\FrontShiny\RATICATE_1.png,1,1,1
\FrontShiny\RATICATE_female.png,119,11,11
\FrontShiny\RATTATA.png,101,10,11
\FrontShiny\RATTATA_1.png,1,1,1
\FrontShiny\RATTATA_female.png,101,10,11
\FrontShiny\RAYQUAZA.png,115,11,11
\FrontShiny\RAYQUAZA_1.png,1,1,1
\FrontShiny\REGICE.png,83,9,10
\FrontShiny\REGIGIGAS.png,145,12,13
\FrontShiny\REGIROCK.png,101,10,11
\FrontShiny\REGISTEEL.png,81,9,9
\FrontShiny\RELICANTH.png,113,11,11
\FrontShiny\RELICANTH_female.png,113,11,11
\FrontShiny\REMORAID.png,91,10,10
\FrontShiny\RESHIRAM.png,223,15,15
\FrontShiny\REUNICLUS.png,143,12,12
\FrontShiny\RHYDON.png,193,14,14
\FrontShiny\RHYDON_female.png,193,14,14
\FrontShiny\RHYHORN.png,157,13,13
\FrontShiny\RHYHORN_female.png,153,12,13
\FrontShiny\RHYPERIOR.png,251,16,16
\FrontShiny\RHYPERIOR_female.png,251,16,16
\FrontShiny\RIBOMBEE.png,1,1,1
\FrontShiny\RIOLU.png,125,11,12
\FrontShiny\ROCKRUFF.png,1,1,1
\FrontShiny\ROGGENROLA.png,129,11,12
\FrontShiny\ROSELIA.png,122,11,12
\FrontShiny\ROSELIA_female.png,122,11,12
\FrontShiny\ROSERADE.png,203,14,15
\FrontShiny\ROSERADE_female.png,203,14,15
\FrontShiny\ROTOM.png,192,14,14
\FrontShiny\ROTOM_1.png,160,13,13
\FrontShiny\ROTOM_2.png,213,15,15
\FrontShiny\ROTOM_3.png,171,13,14
\FrontShiny\ROTOM_4.png,171,13,14
\FrontShiny\ROTOM_5.png,163,13,13
\FrontShiny\ROWLET.png,1,1,1
\FrontShiny\RUFFLET.png,142,12,12
\FrontShiny\SABLEYE.png,92,10,10
\FrontShiny\SABLEYE_1.png,1,1,1
\FrontShiny\SALAMENCE.png,125,11,12
\FrontShiny\SALAMENCE_1.png,1,1,1
\FrontShiny\SALANDIT.png,1,1,1
\FrontShiny\SALAZZLE.png,1,1,1
\FrontShiny\SAMUROTT.png,193,14,14
\FrontShiny\SANDILE.png,104,10,11
\FrontShiny\SANDSHREW.png,123,11,12
\FrontShiny\SANDSHREW_1.png,1,1,1
\FrontShiny\SANDSLASH.png,111,11,11
\FrontShiny\SANDSLASH_1.png,1,1,1
\FrontShiny\SANDYGAST.png,1,1,1
\FrontShiny\SAWK.png,127,11,12
\FrontShiny\SAWSBUCK.png,139,12,12
\FrontShiny\SAWSBUCK_1.png,139,12,12
\FrontShiny\SAWSBUCK_2.png,139,12,12
\FrontShiny\SAWSBUCK_3.png,139,12,12
\FrontShiny\SCATTERBUG.png,1,1,1
\FrontShiny\SCEPTILE.png,125,11,12
\FrontShiny\SCEPTILE_1.png,1,1,1
\FrontShiny\SCIZOR.png,105,10,11
\FrontShiny\SCIZOR_1.png,20,4,5
\FrontShiny\SCIZOR_female.png,105,10,11
\FrontShiny\SCOLIPEDE.png,233,15,16
\FrontShiny\SCRAFTY.png,167,13,13
\FrontShiny\SCRAGGY.png,143,12,12
\FrontShiny\SCYTHER.png,137,12,12
\FrontShiny\SCYTHER_female.png,137,12,12
\FrontShiny\SEADRA.png,64,8,8
\FrontShiny\SEAKING.png,96,10,10
\FrontShiny\SEAKING_female.png,96,10,10
\FrontShiny\SEALEO.png,112,11,11
\FrontShiny\SEEDOT.png,259,16,17
\FrontShiny\SEEL.png,49,7,7
\FrontShiny\SEISMITOAD.png,192,14,14
\FrontShiny\SENTRET.png,71,8,9
\FrontShiny\SERPERIOR.png,147,12,13
\FrontShiny\SERVINE.png,96,10,10
\FrontShiny\SEVIPER.png,85,9,10
\FrontShiny\SEWADDLE.png,156,12,13
\FrontShiny\SHARPEDO.png,127,11,12
\FrontShiny\SHARPEDO_1.png,1,1,1
\FrontShiny\SHAYMIN.png,113,11,11
\FrontShiny\SHAYMIN_1.png,173,13,14
\FrontShiny\SHEDINJA.png,17,4,5
\FrontShiny\SHELGON.png,95,10,10
\FrontShiny\SHELLDER.png,87,9,10
\FrontShiny\SHELLOS.png,103,10,11
\FrontShiny\SHELLOS_1.png,103,10,11
\FrontShiny\SHELMET.png,123,11,12
\FrontShiny\SHIELDON.png,116,11,11
\FrontShiny\SHIFTRY.png,107,10,11
\FrontShiny\SHIFTRY_female.png,107,10,11
\FrontShiny\SHIINOTIC.png,1,1,1
\FrontShiny\SHINX.png,127,11,12
\FrontShiny\SHINX_female.png,127,11,12
\FrontShiny\SHROOMISH.png,53,7,8
\FrontShiny\SHUCKLE.png,103,10,11
\FrontShiny\SHUPPET.png,84,9,10
\FrontShiny\SIGILYPH.png,117,11,11
\FrontShiny\SILCOON.png,90,9,10
\FrontShiny\SILVALLY.png,1,1,1
\FrontShiny\SILVALLY_1.png,1,1,1
\FrontShiny\SILVALLY_10.png,1,1,1
\FrontShiny\SILVALLY_11.png,1,1,1
\FrontShiny\SILVALLY_12.png,1,1,1
\FrontShiny\SILVALLY_13.png,1,1,1
\FrontShiny\SILVALLY_14.png,1,1,1
\FrontShiny\SILVALLY_15.png,1,1,1
\FrontShiny\SILVALLY_16.png,1,1,1
\FrontShiny\SILVALLY_17.png,1,1,1
\FrontShiny\SILVALLY_18.png,1,1,1
\FrontShiny\SILVALLY_2.png,1,1,1
\FrontShiny\SILVALLY_3.png,1,1,1
\FrontShiny\SILVALLY_4.png,1,1,1
\FrontShiny\SILVALLY_5.png,1,1,1
\FrontShiny\SILVALLY_6.png,1,1,1
\FrontShiny\SILVALLY_7.png,1,1,1
\FrontShiny\SILVALLY_8.png,1,1,1
\FrontShiny\SIMIPOUR.png,101,10,11
\FrontShiny\SIMISAGE.png,155,12,13
\FrontShiny\SIMISEAR.png,95,10,10
\FrontShiny\SKARMORY.png,96,10,10
\FrontShiny\SKIDDO.png,1,1,1
\FrontShiny\SKIPLOOM.png,95,10,10
\FrontShiny\SKITTY.png,153,12,13
\FrontShiny\SKORUPI.png,105,10,11
\FrontShiny\SKRELP.png,1,1,1
\FrontShiny\SKUNTANK.png,95,10,10
\FrontShiny\SLAKING.png,110,10,11
\FrontShiny\SLAKOTH.png,48,7,7
\FrontShiny\SLIGGOO.png,1,1,1
\FrontShiny\SLOWBRO.png,113,11,11
\FrontShiny\SLOWBRO_1.png,1,1,1
\FrontShiny\SLOWKING.png,101,10,11
\FrontShiny\SLOWPOKE.png,89,9,10
\FrontShiny\SLUGMA.png,64,8,8
\FrontShiny\SLURPUFF.png,1,1,1
\FrontShiny\SMEARGLE.png,95,10,10
\FrontShiny\SMOOCHUM.png,95,10,10
\FrontShiny\SNEASEL.png,113,11,11
\FrontShiny\SNEASEL_female.png,113,11,11
\FrontShiny\SNIVY.png,145,12,13
\FrontShiny\SNORLAX.png,173,13,14
\FrontShiny\SNORUNT.png,53,7,8
\FrontShiny\SNOVER.png,111,11,11
\FrontShiny\SNOVER_female.png,111,11,11
\FrontShiny\SNUBBULL.png,104,10,11
\FrontShiny\SOLGALEO.png,1,1,1
\FrontShiny\SOLOSIS.png,121,11,11
\FrontShiny\SOLROCK.png,223,15,15
\FrontShiny\SPEAROW.png,61,8,8
\FrontShiny\SPEWPA.png,43,7,7
\FrontShiny\SPHEAL.png,86,9,10
\FrontShiny\SPINARAK.png,65,8,9
\FrontShiny\SPINDA.png,104,10,11
\FrontShiny\SPIRITOMB.png,223,15,15
\FrontShiny\SPOINK.png,125,11,12
\FrontShiny\SPRITZEE.png,45,7,7
\FrontShiny\SQUIRTLE.png,51,7,8
\FrontShiny\STAKATAKA.png,1,1,1
\FrontShiny\STANTLER.png,85,9,10
\FrontShiny\STARAPTOR.png,93,10,10
\FrontShiny\STARAPTOR_female.png,93,10,10
\FrontShiny\STARAVIA.png,113,11,11
\FrontShiny\STARAVIA_female.png,113,11,11
\FrontShiny\STARLY.png,99,10,10
\FrontShiny\STARLY_female.png,99,10,10
\FrontShiny\STARMIE.png,159,13,13
\FrontShiny\STARYU.png,79,9,9
\FrontShiny\STEELIX.png,95,10,10
\FrontShiny\STEELIX_1.png,1,1,1
\FrontShiny\STEELIX_female.png,95,10,10
\FrontShiny\STEENEE.png,1,1,1
\FrontShiny\STOUTLAND.png,151,12,13
\FrontShiny\STUFFUL.png,1,1,1
\FrontShiny\STUNFISK.png,123,11,12
\FrontShiny\STUNKY.png,95,10,10
\FrontShiny\SUDOWOODO.png,67,8,9
\FrontShiny\SUDOWOODO_female.png,67,8,9
\FrontShiny\SUICUNE.png,95,10,10
\FrontShiny\SUNFLORA.png,90,9,10
\FrontShiny\SUNKERN.png,65,8,9
\FrontShiny\SURSKIT.png,120,11,11
\FrontShiny\SWABLU.png,23,5,5
\FrontShiny\SWADLOON.png,127,11,12
\FrontShiny\SWALOT.png,99,10,10
\FrontShiny\SWALOT_female.png,99,10,10
\FrontShiny\SWAMPERT.png,92,10,10
\FrontShiny\SWAMPERT_1.png,1,1,1
\FrontShiny\SWANNA.png,125,11,12
\FrontShiny\SWELLOW.png,136,12,12
\FrontShiny\SWINUB.png,63,8,8
\FrontShiny\SWIRLIX.png,53,7,8
\FrontShiny\SWOOBAT.png,110,10,11
\FrontShiny\SYLVEON.png,9,3,3
\FrontShiny\TAILLOW.png,65,8,9
\FrontShiny\TALONFLAME.png,80,9,9
\FrontShiny\TANGELA.png,63,8,8
\FrontShiny\TANGROWTH.png,191,14,14
\FrontShiny\TANGROWTH_female.png,191,14,14
\FrontShiny\TAPUBULU.png,1,1,1
\FrontShiny\TAPUFINI.png,1,1,1
\FrontShiny\TAPUKOKO.png,1,1,1
\FrontShiny\TAPULELE.png,1,1,1
\FrontShiny\TAUROS.png,79,9,9
\FrontShiny\TEDDIURSA.png,78,9,9
\FrontShiny\TENTACOOL.png,95,10,10
\FrontShiny\TENTACRUEL.png,80,9,9
\FrontShiny\TEPIG.png,117,11,11
\FrontShiny\TERRAKION.png,161,13,13
\FrontShiny\THROH.png,111,11,11
\FrontShiny\THUNDURUS.png,197,14,15
\FrontShiny\THUNDURUS_1.png,188,14,14
\FrontShiny\TIMBURR.png,133,12,12
\FrontShiny\TIRTOUGA.png,127,11,12
\FrontShiny\TOGEDEMARU.png,1,1,1
\FrontShiny\TOGEKISS.png,95,10,10
\FrontShiny\TOGEPI.png,101,10,11
\FrontShiny\TOGETIC.png,104,10,11
\FrontShiny\TORCHIC.png,149,12,13
\FrontShiny\TORCHIC_female.png,149,12,13
\FrontShiny\TORKOAL.png,129,11,12
\FrontShiny\TORNADUS.png,235,15,16
\FrontShiny\TORNADUS_1.png,307,18,18
\FrontShiny\TORRACAT.png,1,1,1
\FrontShiny\TORTERRA.png,115,11,11
\FrontShiny\TOTODILE.png,87,9,10
\FrontShiny\TOUCANNON.png,1,1,1
\FrontShiny\TOXAPEX.png,1,1,1
\FrontShiny\TOXICROAK.png,127,11,12
\FrontShiny\TOXICROAK_female.png,127,11,12
\FrontShiny\TRANQUILL.png,149,12,13
\FrontShiny\TRAPINCH.png,33,6,6
\FrontShiny\TREECKO.png,108,10,11
\FrontShiny\TREVENANT.png,8,3,3
\FrontShiny\TROPIUS.png,88,9,10
\FrontShiny\TRUBBISH.png,203,14,15
\FrontShiny\TRUMBEAK.png,1,1,1
\FrontShiny\TSAREENA.png,1,1,1
\FrontShiny\TURTONATOR.png,1,1,1
\FrontShiny\TURTWIG.png,77,9,9
\FrontShiny\TYMPOLE.png,184,14,14
\FrontShiny\TYNAMO.png,210,14,15
\FrontShiny\TYPENULL.png,1,1,1
\FrontShiny\TYPHLOSION.png,112,11,11
\FrontShiny\TYRANITAR.png,85,9,10
\FrontShiny\TYRANITAR_1.png,1,1,1
\FrontShiny\TYRANTRUM.png,55,7,8
\FrontShiny\TYROGUE.png,74,9,9
\FrontShiny\TYRUNT.png,1,1,1
\FrontShiny\UMBREON.png,65,8,9
\FrontShiny\UNFEZANT.png,150,12,13
\FrontShiny\UNFEZANT_female.png,150,12,13
\FrontShiny\UNOWN.png,95,10,10
\FrontShiny\UNOWN_1.png,95,10,10
\FrontShiny\UNOWN_10.png,95,10,10
\FrontShiny\UNOWN_11.png,95,10,10
\FrontShiny\UNOWN_12.png,95,10,10
\FrontShiny\UNOWN_13.png,95,10,10
\FrontShiny\UNOWN_14.png,93,10,10
\FrontShiny\UNOWN_15.png,95,10,10
\FrontShiny\UNOWN_16.png,95,10,10
\FrontShiny\UNOWN_17.png,95,10,10
\FrontShiny\UNOWN_18.png,95,10,10
\FrontShiny\UNOWN_19.png,95,10,10
\FrontShiny\UNOWN_2.png,90,9,10
\FrontShiny\UNOWN_20.png,95,10,10
\FrontShiny\UNOWN_21.png,95,10,10
\FrontShiny\UNOWN_22.png,95,10,10
\FrontShiny\UNOWN_23.png,95,10,10
\FrontShiny\UNOWN_24.png,95,10,10
\FrontShiny\UNOWN_25.png,95,10,10
\FrontShiny\UNOWN_26.png,95,10,10
\FrontShiny\UNOWN_27.png,95,10,10
\FrontShiny\UNOWN_3.png,95,10,10
\FrontShiny\UNOWN_4.png,95,10,10
\FrontShiny\UNOWN_5.png,95,10,10
\FrontShiny\UNOWN_6.png,95,10,10
\FrontShiny\UNOWN_7.png,95,10,10
\FrontShiny\UNOWN_8.png,95,10,10
\FrontShiny\UNOWN_9.png,95,10,10
\FrontShiny\URSARING.png,124,11,12
\FrontShiny\URSARING_female.png,124,11,12
\FrontShiny\UXIE.png,191,14,14
\FrontShiny\VANILLISH.png,145,12,13
\FrontShiny\VANILLITE.png,107,10,11
\FrontShiny\VANILLUXE.png,214,15,15
\FrontShiny\VAPOREON.png,101,10,11
\FrontShiny\VENIPEDE.png,179,13,14
\FrontShiny\VENOMOTH.png,21,5,5
\FrontShiny\VENONAT.png,95,10,10
\FrontShiny\VENUSAUR.png,167,13,13
\FrontShiny\VENUSAUR_1.png,1,1,1
\FrontShiny\VENUSAUR_1_female.png,1,1,1
\FrontShiny\VENUSAUR_female.png,167,13,13
\FrontShiny\VESPIQUEN.png,224,15,15
\FrontShiny\VIBRAVA.png,85,9,10
\FrontShiny\VICTINI.png,98,10,10
\FrontShiny\VICTREEBEL.png,71,8,9
\FrontShiny\VIGOROTH.png,88,9,10
\FrontShiny\VIKAVOLT.png,1,1,1
\FrontShiny\VILEPLUME.png,71,8,9
\FrontShiny\VILEPLUME_female.png,71,8,9
\FrontShiny\VIRIZION.png,183,14,14
\FrontShiny\VIVILLON.png,64,8,8
\FrontShiny\VIVILLON_19.png,1,1,1
\FrontShiny\VIVILLON_20.png,1,1,1
\FrontShiny\VOLBEAT.png,55,7,8
\FrontShiny\VOLCANION.png,1,1,1
\FrontShiny\VOLCARONA.png,48,7,7
\FrontShiny\VOLTORB.png,71,8,9
\FrontShiny\VULLABY.png,139,12,12
\FrontShiny\VULPIX.png,71,8,9
\FrontShiny\VULPIX_1.png,1,1,1
\FrontShiny\WAILMER.png,107,10,11
\FrontShiny\WAILORD.png,111,11,11
\FrontShiny\WALREIN.png,109,10,11
\FrontShiny\WARTORTLE.png,87,9,10
\FrontShiny\WATCHOG.png,167,13,13
\FrontShiny\WEAVILE.png,131,11,12
\FrontShiny\WEAVILE_female.png,131,11,12
\FrontShiny\WEEDLE.png,123,11,12
\FrontShiny\WEEPINBELL.png,97,10,10
\FrontShiny\WEEZING.png,99,10,10
\FrontShiny\WHIMSICOTT.png,117,11,11
\FrontShiny\WHIRLIPEDE.png,138,12,12
\FrontShiny\WHISCASH.png,191,14,14
\FrontShiny\WHISMUR.png,59,8,8
\FrontShiny\WIGGLYTUFF.png,109,10,11
\FrontShiny\WIMPOD.png,1,1,1
\FrontShiny\WINGULL.png,151,12,13
\FrontShiny\WISHIWASHI.png,1,1,1
\FrontShiny\WISHIWASHI_1.png,1,1,1
\FrontShiny\WOBBUFFET.png,121,11,11
\FrontShiny\WOBBUFFET_female.png,121,11,11
\FrontShiny\WOOBAT.png,160,13,13
\FrontShiny\WOOPER.png,97,10,10
\FrontShiny\WOOPER_female.png,97,10,10
\FrontShiny\WORMADAM.png,225,15,15
\FrontShiny\WORMADAM_1.png,225,15,15
\FrontShiny\WORMADAM_2.png,225,15,15
\FrontShiny\WURMPLE.png,71,8,9
\FrontShiny\WYNAUT.png,107,10,11
\FrontShiny\XATU.png,97,10,10
\FrontShiny\XATU_female.png,97,10,10
\FrontShiny\XERNEAS.png,1,1,1
\FrontShiny\XURKITREE.png,1,1,1
\FrontShiny\YAMASK.png,144,12,12
\FrontShiny\YANMA.png,42,6,7
\FrontShiny\YANMEGA.png,112,11,11
\FrontShiny\YUNGOOS.png,1,1,1
\FrontShiny\YVELTAL.png,1,1,1
\FrontShiny\ZANGOOSE.png,72,8,9
\FrontShiny\ZAPDOS.png,17,4,5
\FrontShiny\ZEBSTRIKA.png,153,12,13
\FrontShiny\ZEKROM.png,191,14,14
\FrontShiny\ZERAORA.png,1,1,1
\FrontShiny\ZIGZAGOON.png,112,11,11
\FrontShiny\ZOROARK.png,179,13,14
\FrontShiny\ZORUA.png,118,11,11
\FrontShiny\ZUBAT.png,54,7,8
\FrontShiny\ZUBAT_female.png,54,7,8
\FrontShiny\ZWEILOUS.png,113,11,11
\FrontShiny\ZYGARDE.png,10,3,4
\FrontShiny\ZYGARDE_1.png,1,1,1
\FrontShiny\ZYGARDE_2.png,1,1,1
